date,channel,campaign,spend,attributed_revenue,conversions,impressions,roas
2026-04-27,Meta,Everyday_Comfort,35201.2,107383.35,112715,3817759,3.05
2026-04-27,Google,Shopping,25785.15,81327.81,58024,2558445,3.15
2026-04-27,Influencer,Lifestyle_Campaign,18920.74,52885.85,76687,2686196,2.8
2026-04-28,Meta,Retargeting,32823.9,96943.63,137863,5188367,2.95
2026-04-28,Google,Brand_Search,27875.43,87145.16,108536,3877785,3.13
2026-04-28,Influencer,Lifestyle_Campaign,18573.92,60473.26,42693,1733810,3.26
2026-04-29,Meta,Running_Summer,33061.72,104159.32,101085,5201391,3.15
2026-04-29,Google,Running_Search,26855.99,88391.3,79265,4699790,3.29
2026-04-29,Influencer,Lifestyle_Campaign,19603.21,54062.37,44502,2100656,2.76
2026-04-30,Meta,Running_Summer,35068.79,88778.44,104498,3679235,2.53
2026-04-30,Google,Running_Search,27458.21,90115.7,87537,2985942,3.28
2026-04-30,Influencer,Lifestyle_Campaign,17358.3,51715.29,32767,1621565,2.98
2026-05-01,Meta,Running_Summer,28870.12,77788.36,61459,2643603,2.69
2026-05-01,Google,Brand_Search,28191.48,93589.52,51522,2940376,3.32
2026-05-01,Influencer,Lifestyle_Campaign,19349.43,52198.85,85890,3379023,2.7
2026-05-02,Meta,Everyday_Comfort,32392.18,97502.76,113805,4360774,3.01
2026-05-02,Google,Brand_Search,26079.16,84318.75,67159,3169877,3.23
2026-05-02,Influencer,Creator_Reviews,20402.92,59809.44,42227,1881498,2.93
2026-05-03,Meta,Retargeting,39457.5,123595.26,153767,6513457,3.13
2026-05-03,Google,Brand_Search,31497.02,102623.64,103057,4673427,3.26
2026-05-03,Influencer,Lifestyle_Campaign,19338.6,55678.17,57612,2224503,2.88
2026-05-04,Meta,Running_Summer,39608.81,97996.01,161925,6668865,2.47
2026-05-04,Google,Shopping,29561.63,95483.5,78513,2986026,3.23
2026-05-04,Influencer,Creator_Reviews,20112.63,79471.95,90002,2703914,3.95
2026-05-05,Meta,Everyday_Comfort,31944.91,89565.59,78615,3042124,2.8
2026-05-05,Google,Brand_Search,24438.52,84478.56,80503,2835621,3.46
2026-05-05,Influencer,Fitness_Creators,18923.88,58761.92,35982,1780752,3.11
2026-05-06,Meta,Running_Summer,34652.47,102463.54,112419,3839100,2.96
2026-05-06,Google,Brand_Search,30531.63,93447.6,75329,2798700,3.06
2026-05-06,Influencer,Creator_Reviews,17791.91,44807.36,47378,1787178,2.52
2026-05-07,Meta,Everyday_Comfort,38372.97,108902.46,143823,4929077,2.84
2026-05-07,Google,Brand_Search,29881.44,97568.96,137075,4620528,3.27
2026-05-07,Influencer,Fitness_Creators,21812.67,65544.05,57874,3186408,3.0
2026-05-08,Meta,Running_Summer,37582.68,97279.1,108170,4240863,2.59
2026-05-08,Google,Running_Search,31193.83,99391.54,86827,2837646,3.19
2026-05-08,Influencer,Fitness_Creators,19759.44,57701.24,54934,1974392,2.92
2026-05-09,Meta,Retargeting,39324.99,102804.03,103750,3838357,2.61
2026-05-09,Google,Running_Search,27211.78,80378.59,100697,4915433,2.95
2026-05-09,Influencer,Fitness_Creators,19785.96,53557.44,43320,1887066,2.71
2026-05-10,Meta,Everyday_Comfort,32350.62,94985.51,79390,3456006,2.94
2026-05-10,Google,Brand_Search,26659.27,81696.0,104766,3994898,3.06
2026-05-10,Influencer,Creator_Reviews,17620.57,49238.21,51979,2387609,2.79
2026-05-11,Meta,Retargeting,36453.45,110993.74,155828,6090812,3.04
2026-05-11,Google,Brand_Search,32955.75,98970.83,93487,3321406,3.0
2026-05-11,Influencer,Fitness_Creators,18295.0,57666.18,41879,2166401,3.15
2026-05-12,Meta,Everyday_Comfort,39283.27,116586.05,79065,3765683,2.97
2026-05-12,Google,Brand_Search,28431.97,79735.45,94800,4148328,2.8
2026-05-12,Influencer,Creator_Reviews,21042.27,70958.1,52193,2426801,3.37
2026-05-13,Meta,Running_Summer,34161.34,96561.77,115016,4627671,2.83
2026-05-13,Google,Brand_Search,28639.58,94287.93,133813,4642441,3.29
2026-05-13,Influencer,Lifestyle_Campaign,20806.05,57075.69,74488,2684588,2.74
2026-05-14,Meta,Everyday_Comfort,40824.59,107581.17,143102,5625311,2.64
2026-05-14,Google,Shopping,28451.4,90773.28,76960,2733433,3.19
2026-05-14,Influencer,Lifestyle_Campaign,20715.41,57616.13,82506,3008554,2.78
2026-05-15,Meta,Retargeting,37747.83,106393.4,80682,4075151,2.82
2026-05-15,Google,Shopping,30059.56,89769.87,96400,3809785,2.99
2026-05-15,Influencer,Creator_Reviews,20144.17,57218.36,44867,2608175,2.84
2026-05-16,Meta,Everyday_Comfort,35635.96,91685.6,147905,5815664,2.57
2026-05-16,Google,Running_Search,32068.81,100084.21,130849,5318139,3.12
2026-05-16,Influencer,Creator_Reviews,18233.0,55783.29,62922,2181246,3.06
2026-05-17,Meta,Running_Summer,36789.06,103967.81,107030,3987972,2.83
2026-05-17,Google,Brand_Search,24750.01,77689.32,74375,3354365,3.14
2026-05-17,Influencer,Fitness_Creators,19641.36,47671.41,44202,1885073,2.43
2026-05-18,Meta,Everyday_Comfort,38164.07,106684.55,93175,3695397,2.8
2026-05-18,Google,Shopping,27427.12,91450.99,74161,2862245,3.33
2026-05-18,Influencer,Fitness_Creators,18262.55,52873.66,43464,1870990,2.9
2026-05-19,Meta,Retargeting,40646.61,130347.95,95653,4766983,3.21
2026-05-19,Google,Brand_Search,27471.42,84499.98,89711,3210296,3.08
2026-05-19,Influencer,Lifestyle_Campaign,20308.81,69268.62,101085,3642004,3.41
2026-05-20,Meta,Everyday_Comfort,38959.9,104430.47,80013,4151210,2.68
2026-05-20,Google,Brand_Search,26681.2,90534.68,91708,3515886,3.39
2026-05-20,Influencer,Creator_Reviews,19567.16,56494.25,37607,1795929,2.89
2026-05-21,Meta,Everyday_Comfort,34254.57,96516.5,98214,4353873,2.82
2026-05-21,Google,Shopping,31768.65,91243.38,109274,3776539,2.87
2026-05-21,Influencer,Creator_Reviews,18415.08,56443.51,49800,1860239,3.07
2026-05-22,Meta,Retargeting,34098.02,99875.96,102725,3211568,2.93
2026-05-22,Google,Brand_Search,27304.01,82095.35,111061,3488571,3.01
2026-05-22,Influencer,Lifestyle_Campaign,20517.03,71228.0,38442,2082814,3.47
2026-05-23,Meta,Running_Summer,32124.1,97306.75,73548,3270355,3.03
2026-05-23,Google,Running_Search,34241.96,111323.44,107890,5602144,3.25
2026-05-23,Influencer,Fitness_Creators,20966.73,66573.06,69657,2633704,3.18
2026-05-24,Meta,Everyday_Comfort,38867.25,114722.48,140495,5875767,2.95
2026-05-24,Google,Shopping,28038.73,77365.57,79171,3262988,2.76
2026-05-24,Influencer,Fitness_Creators,19179.77,52008.29,88041,2829642,2.71
2026-05-25,Meta,Everyday_Comfort,34818.29,108769.42,92149,3170768,3.12
2026-05-25,Google,Running_Search,27687.47,80209.92,138218,3736760,2.9
2026-05-25,Influencer,Lifestyle_Campaign,16722.41,48046.22,54081,1916993,2.87
2026-05-26,Meta,Retargeting,39898.92,122872.83,124032,5228562,3.08
2026-05-26,Google,Brand_Search,27882.74,83096.62,59677,3206437,2.98
2026-05-26,Influencer,Fitness_Creators,19595.1,58328.29,47436,2018649,2.98
2026-05-27,Meta,Retargeting,36803.0,102836.48,117394,4369126,2.79
2026-05-27,Google,Shopping,31935.26,97797.62,65397,3133261,3.06
2026-05-27,Influencer,Fitness_Creators,19142.46,45527.94,43932,1740812,2.38
2026-05-28,Meta,Everyday_Comfort,34013.47,87097.88,93881,4253008,2.56
2026-05-28,Google,Brand_Search,25978.04,85449.87,111755,4394003,3.29
2026-05-28,Influencer,Lifestyle_Campaign,17675.73,50848.49,49438,2210744,2.88
2026-05-29,Meta,Running_Summer,38050.32,116005.74,110200,4543470,3.05
2026-05-29,Google,Running_Search,26049.27,82605.54,97171,4460813,3.17
2026-05-29,Influencer,Creator_Reviews,16951.23,50838.22,67418,2500746,3.0
2026-05-30,Meta,Retargeting,30315.44,83780.81,80381,3868705,2.76
2026-05-30,Google,Shopping,28944.82,88871.37,89888,3194715,3.07
2026-05-30,Influencer,Lifestyle_Campaign,19885.3,54640.8,58471,2473082,2.75
2026-05-31,Meta,Retargeting,34594.92,97601.62,178594,6214695,2.82
2026-05-31,Google,Running_Search,28777.22,90539.13,115239,4413963,3.15
2026-05-31,Influencer,Lifestyle_Campaign,19477.95,61950.94,74618,3440969,3.18
2026-06-01,Meta,Everyday_Comfort,40228.82,127512.46,133543,5108153,3.17
2026-06-01,Google,Running_Search,34409.09,117798.63,94698,4105427,3.42
2026-06-01,Influencer,Creator_Reviews,20560.44,63580.68,41570,2032178,3.09
2026-06-02,Meta,Running_Summer,37889.48,106209.63,118886,4590710,2.8
2026-06-02,Google,Running_Search,30589.41,95050.79,117500,3841180,3.11
2026-06-02,Influencer,Creator_Reviews,17624.93,57618.41,45831,1854853,3.27
2026-06-03,Meta,Running_Summer,31624.15,95297.48,101003,3330765,3.01
2026-06-03,Google,Running_Search,31946.55,105014.55,78641,3356438,3.29
2026-06-03,Influencer,Lifestyle_Campaign,20563.0,62233.84,82310,3249927,3.03
2026-06-04,Meta,Retargeting,37990.84,98520.17,89185,3930227,2.59
2026-06-04,Google,Brand_Search,30715.2,101623.04,99576,3935380,3.31
2026-06-04,Influencer,Fitness_Creators,19172.61,53630.75,75359,2897329,2.8
2026-06-05,Meta,Everyday_Comfort,40912.11,111820.93,107961,4298189,2.73
2026-06-05,Google,Running_Search,30458.31,89536.15,132934,5527561,2.94
2026-06-05,Influencer,Fitness_Creators,22095.72,52359.9,94677,3191310,2.37
2026-06-06,Meta,Everyday_Comfort,40567.04,100368.32,110494,4544486,2.47
2026-06-06,Google,Shopping,27362.73,99030.82,80972,2961623,3.62
2026-06-06,Influencer,Lifestyle_Campaign,20784.75,54977.7,77159,3351598,2.65
2026-06-07,Meta,Retargeting,36369.26,102871.35,137410,6140833,2.83
2026-06-07,Google,Brand_Search,31595.87,113860.08,118651,4885809,3.6
2026-06-07,Influencer,Creator_Reviews,22373.29,66447.02,87548,2609674,2.97
2026-06-08,Meta,Everyday_Comfort,43874.3,136410.84,111027,4524232,3.11
2026-06-08,Google,Shopping,25149.49,86490.36,74835,2979190,3.44
2026-06-08,Influencer,Creator_Reviews,21549.08,71284.64,76224,2452956,3.31
2026-06-09,Meta,Running_Summer,38310.83,103845.86,102190,3787545,2.71
2026-06-09,Google,Running_Search,33145.65,98701.5,88180,4354911,2.98
2026-06-09,Influencer,Creator_Reviews,21460.9,65812.3,54707,2026836,3.07
2026-06-10,Meta,Retargeting,39762.8,125412.95,107116,3708628,3.15
2026-06-10,Google,Running_Search,34587.46,116007.83,127979,4868001,3.35
2026-06-10,Influencer,Fitness_Creators,19288.31,60123.8,44801,1935658,3.12
2026-06-11,Meta,Retargeting,38803.16,108160.6,108204,3898363,2.79
2026-06-11,Google,Running_Search,31334.59,100033.6,112808,3747583,3.19
2026-06-11,Influencer,Creator_Reviews,20805.44,54844.04,73030,2770159,2.64
2026-06-12,Meta,Retargeting,38424.17,106863.11,70169,3954749,2.78
2026-06-12,Google,Running_Search,29064.1,87563.53,72496,2903107,3.01
2026-06-12,Influencer,Creator_Reviews,22587.09,60698.88,54802,2459382,2.69
2026-06-13,Meta,Retargeting,40288.6,119055.13,74730,3903878,2.96
2026-06-13,Google,Shopping,28652.99,89036.0,102371,4014818,3.11
2026-06-13,Influencer,Lifestyle_Campaign,20156.22,68570.04,45419,2190739,3.4
2026-06-14,Meta,Retargeting,40924.72,112307.44,107832,4474167,2.74
2026-06-14,Google,Brand_Search,29179.71,89129.97,96501,4455827,3.05
2026-06-14,Influencer,Lifestyle_Campaign,19229.09,59427.05,54909,1846332,3.09
2026-06-15,Meta,Everyday_Comfort,36775.66,87665.7,112602,3693557,2.38
2026-06-15,Google,Shopping,33660.0,103086.65,77573,4364989,3.06
2026-06-15,Influencer,Lifestyle_Campaign,21235.84,64712.25,109025,3393409,3.05
2026-06-16,Meta,Retargeting,40662.94,102515.79,87401,4096167,2.52
2026-06-16,Google,Running_Search,28706.77,87699.53,76494,3341433,3.06
2026-06-16,Influencer,Fitness_Creators,22027.77,52085.1,70944,2376202,2.36
2026-06-17,Meta,Everyday_Comfort,32386.57,98166.1,69642,3596514,3.03
2026-06-17,Google,Running_Search,29483.33,100316.05,103876,3542704,3.4
2026-06-17,Influencer,Fitness_Creators,20595.49,62438.15,47908,2021425,3.03
2026-06-18,Meta,Running_Summer,41156.99,119532.57,118148,4787171,2.9
2026-06-18,Google,Shopping,24849.81,84823.05,107116,3607011,3.41
2026-06-18,Influencer,Lifestyle_Campaign,20944.16,72026.45,78818,3371425,3.44
2026-06-19,Meta,Running_Summer,41130.02,121894.44,175317,6019325,2.96
2026-06-19,Google,Brand_Search,31092.64,102287.18,111957,4191693,3.29
2026-06-19,Influencer,Creator_Reviews,22466.72,56796.1,45259,2522962,2.53
2026-06-20,Meta,Running_Summer,41377.61,135100.92,114355,4924721,3.27
2026-06-20,Google,Brand_Search,32497.96,112411.77,65920,3889711,3.46
2026-06-20,Influencer,Fitness_Creators,20183.3,60251.75,38812,1936328,2.99
2026-06-21,Meta,Retargeting,39126.28,102361.94,77757,3831235,2.62
2026-06-21,Google,Brand_Search,29490.46,109786.15,83796,3631960,3.72
2026-06-21,Influencer,Lifestyle_Campaign,19660.71,64802.89,85230,2978174,3.3
2026-06-22,Meta,Retargeting,39972.76,124708.43,105039,4239174,3.12
2026-06-22,Google,Brand_Search,28393.55,91888.06,92318,3130903,3.24
2026-06-22,Influencer,Lifestyle_Campaign,18697.33,59644.83,72047,2590077,3.19
2026-06-23,Meta,Everyday_Comfort,43379.83,126258.45,161665,5796701,2.91
2026-06-23,Google,Running_Search,31972.96,106184.67,83048,4543862,3.32
2026-06-23,Influencer,Creator_Reviews,22006.63,72167.85,53969,2243840,3.28
2026-06-24,Meta,Retargeting,38768.58,97011.3,179292,5294494,2.5
2026-06-24,Google,Shopping,30875.61,90488.89,96310,5498247,2.93
2026-06-24,Influencer,Lifestyle_Campaign,19404.52,60837.02,53093,2210530,3.14
2026-06-25,Meta,Running_Summer,39487.91,99805.6,122801,3858457,2.53
2026-06-25,Google,Running_Search,29557.25,107676.34,100988,3905469,3.64
2026-06-25,Influencer,Creator_Reviews,20493.11,66991.21,88769,3077628,3.27
2026-06-26,Meta,Retargeting,38070.23,104662.92,147186,6561619,2.75
2026-06-26,Google,Running_Search,31926.05,95009.6,132844,5048134,2.98
2026-06-26,Influencer,Creator_Reviews,21602.92,60280.01,61289,2597802,2.79
2026-06-27,Meta,Running_Summer,37200.76,112609.1,148006,5846346,3.03
2026-06-27,Google,Running_Search,32163.66,120025.0,132972,4406986,3.73
2026-06-27,Influencer,Lifestyle_Campaign,21690.38,63307.86,73712,2572068,2.92
2026-06-28,Meta,Running_Summer,39338.24,114151.02,116528,4714201,2.9
2026-06-28,Google,Running_Search,28107.52,101922.21,108544,3993586,3.63
2026-06-28,Influencer,Lifestyle_Campaign,18544.86,57255.19,50520,2204999,3.09
2026-06-29,Meta,Retargeting,42341.41,131199.4,128068,6246340,3.1
2026-06-29,Google,Shopping,31075.11,106151.95,79384,3048977,3.42
2026-06-29,Influencer,Fitness_Creators,21174.05,63075.06,44821,2336802,2.98
2026-06-30,Meta,Retargeting,38289.69,88871.4,140943,6859591,2.32
2026-06-30,Google,Shopping,27455.56,101902.28,70652,3734248,3.71
2026-06-30,Influencer,Fitness_Creators,22189.45,71420.6,65158,3827028,3.22
2026-07-01,Meta,Running_Summer,32053.6,67105.27,87148,3677499,2.09
2026-07-01,Google,Running_Search,25695.8,72979.58,75164,3528238,2.84
2026-07-01,Influencer,Creator_Reviews,18694.26,54050.0,74456,2888358,2.89
2026-07-02,Meta,Everyday_Comfort,33919.86,70806.19,86972,3830755,2.09
2026-07-02,Google,Shopping,31697.99,83741.6,107072,4254711,2.64
2026-07-02,Influencer,Creator_Reviews,19353.44,53825.11,54569,1794974,2.78
2026-07-03,Meta,Everyday_Comfort,42404.01,96709.4,97469,5620177,2.28
2026-07-03,Google,Shopping,28347.24,78420.01,83542,2924449,2.77
2026-07-03,Influencer,Lifestyle_Campaign,19731.92,61233.18,53897,1924383,3.1
2026-07-04,Meta,Everyday_Comfort,35389.16,66540.8,129868,4725300,1.88
2026-07-04,Google,Brand_Search,24912.84,60032.18,91670,3742708,2.41
2026-07-04,Influencer,Lifestyle_Campaign,15391.72,39583.92,54038,2003769,2.57
2026-07-05,Meta,Retargeting,33082.22,59095.4,136323,4960511,1.79
2026-07-05,Google,Running_Search,25626.6,71926.02,97773,3427749,2.81
2026-07-05,Influencer,Lifestyle_Campaign,19004.92,61690.9,85144,3447285,3.25
2026-07-06,Meta,Running_Summer,36503.07,70294.8,191031,6609901,1.93
2026-07-06,Google,Brand_Search,27487.61,71021.43,140881,4978365,2.58
2026-07-06,Influencer,Creator_Reviews,18881.69,48643.92,51802,2726204,2.58
2026-07-07,Meta,Running_Summer,37095.07,59123.09,124615,5198284,1.59
2026-07-07,Google,Shopping,27033.03,70428.69,87306,3332439,2.61
2026-07-07,Influencer,Creator_Reviews,19562.2,53718.21,81870,3289318,2.75
2026-07-08,Meta,Retargeting,38910.88,80033.26,80309,3834167,2.06
2026-07-08,Google,Brand_Search,28971.81,74394.28,60005,2797778,2.57
2026-07-08,Influencer,Lifestyle_Campaign,19682.08,63681.99,34331,2067382,3.24
2026-07-09,Meta,Everyday_Comfort,35895.88,66188.16,100419,4040252,1.84
2026-07-09,Google,Shopping,28442.35,75175.79,140007,4219622,2.64
2026-07-09,Influencer,Fitness_Creators,17074.08,54977.13,61738,2832373,3.22
2026-07-10,Meta,Running_Summer,38447.84,73824.79,105657,3912829,1.92
2026-07-10,Google,Brand_Search,27725.46,78320.31,115014,4078363,2.82
2026-07-10,Influencer,Lifestyle_Campaign,16753.33,51736.59,70686,2686162,3.09
2026-07-11,Meta,Everyday_Comfort,39114.62,85757.44,109415,4431861,2.19
2026-07-11,Google,Brand_Search,25695.53,70674.76,85262,3661260,2.75
2026-07-11,Influencer,Fitness_Creators,18877.17,54766.83,47375,2029188,2.9
2026-07-12,Meta,Everyday_Comfort,32717.44,60141.38,119145,5106947,1.84
2026-07-12,Google,Brand_Search,32506.8,82607.98,125682,4043345,2.54
2026-07-12,Influencer,Lifestyle_Campaign,18827.33,54975.13,51852,2038299,2.92
2026-07-13,Meta,Retargeting,36826.56,70410.91,139522,4794345,1.91
2026-07-13,Google,Brand_Search,23824.59,64196.05,92891,3016187,2.69
2026-07-13,Influencer,Fitness_Creators,19954.5,64577.3,88241,3568548,3.24
2026-07-14,Meta,Everyday_Comfort,33750.95,58870.03,130490,4519812,1.74
2026-07-14,Google,Brand_Search,28513.42,77694.85,96857,3513297,2.72
2026-07-14,Influencer,Lifestyle_Campaign,18462.42,50880.49,99637,3048511,2.76
2026-07-15,Meta,Running_Summer,40278.81,67989.87,79633,4811130,1.69
2026-07-15,Google,Brand_Search,28075.11,71975.6,69890,2587825,2.56
2026-07-15,Influencer,Fitness_Creators,17126.59,51837.25,44125,1831069,3.03
2026-07-16,Meta,Running_Summer,41876.39,83425.95,148222,6977398,1.99
2026-07-16,Google,Brand_Search,28068.97,84471.57,85793,2925340,3.01
2026-07-16,Influencer,Creator_Reviews,18548.52,54855.01,52233,2064979,2.96
2026-07-17,Meta,Running_Summer,35663.42,76115.72,156896,6117627,2.13
2026-07-17,Google,Brand_Search,26115.63,68865.83,84209,3286937,2.64
2026-07-17,Influencer,Lifestyle_Campaign,18774.63,44855.59,28656,1886449,2.39
2026-07-18,Meta,Retargeting,35301.77,76867.08,173797,5994642,2.18
2026-07-18,Google,Brand_Search,26266.55,90720.3,121313,3535971,3.45
2026-07-18,Influencer,Creator_Reviews,20661.02,62163.1,103862,3620988,3.01
2026-07-19,Meta,Retargeting,35926.97,75421.55,85907,4234861,2.1
2026-07-19,Google,Shopping,27876.4,76503.33,119319,4036384,2.74
2026-07-19,Influencer,Lifestyle_Campaign,18020.01,45055.26,62087,2227421,2.5
2026-07-20,Meta,Everyday_Comfort,41315.6,80248.67,90540,4186275,1.94
2026-07-20,Google,Shopping,24977.25,71892.69,69776,2280554,2.88
2026-07-20,Influencer,Fitness_Creators,18113.89,46705.52,55304,2307217,2.58
2026-07-21,Meta,Retargeting,35144.47,68898.01,102199,4799088,1.96
2026-07-21,Google,Shopping,29700.3,93935.5,99657,3012418,3.16
2026-07-21,Influencer,Creator_Reviews,16699.0,48530.21,46438,2439861,2.91
2026-07-22,Meta,Everyday_Comfort,35135.81,63205.0,116591,4711061,1.8
2026-07-22,Google,Brand_Search,28732.34,75921.35,96961,3521732,2.64
2026-07-22,Influencer,Creator_Reviews,19187.95,58489.6,45374,2254646,3.05
2026-07-23,Meta,Everyday_Comfort,34818.9,62325.09,146563,5036431,1.79
2026-07-23,Google,Brand_Search,27980.69,75812.84,78931,3867084,2.71
2026-07-23,Influencer,Lifestyle_Campaign,15168.46,42482.49,41199,1560050,2.8
2026-07-24,Meta,Everyday_Comfort,35434.84,63666.67,146453,5531111,1.8
2026-07-24,Google,Shopping,26355.03,71323.97,74838,2741070,2.71
2026-07-24,Influencer,Creator_Reviews,19461.11,60913.08,75255,2846370,3.13
2026-07-25,Meta,Retargeting,37336.01,69564.86,125472,4292383,1.86
2026-07-25,Google,Running_Search,27633.91,74813.94,75825,3275005,2.71
2026-07-25,Influencer,Creator_Reviews,19230.91,61250.38,45631,2185565,3.18
2026-07-26,Meta,Running_Summer,34435.12,62892.25,90383,3758707,1.83
2026-07-26,Google,Shopping,28748.48,82670.88,84608,4161337,2.88
2026-07-26,Influencer,Creator_Reviews,19838.03,49308.92,58283,2062997,2.49
2026-07-27,Meta,Retargeting,37440.3,78020.2,126272,6375122,2.08
2026-07-27,Google,Shopping,27488.25,64275.63,66054,2626539,2.34
2026-07-27,Influencer,Creator_Reviews,18095.06,48553.22,59691,1860747,2.68
2026-07-28,Meta,Everyday_Comfort,32297.59,52327.99,124871,4999266,1.62
2026-07-28,Google,Shopping,26370.38,66146.88,100878,4306906,2.51
2026-07-28,Influencer,Lifestyle_Campaign,17687.54,50226.48,43896,1925602,2.84
2026-07-29,Meta,Running_Summer,39819.55,81627.2,112272,3990688,2.05
2026-07-29,Google,Brand_Search,27417.98,59518.99,94932,2748945,2.17
2026-07-29,Influencer,Creator_Reviews,19339.32,58716.6,86642,3495136,3.04
2026-07-30,Meta,Running_Summer,35088.07,62946.62,169674,5834961,1.79
2026-07-30,Google,Shopping,30365.65,77478.31,85361,3835693,2.55
2026-07-30,Influencer,Creator_Reviews,20515.3,63859.06,67819,2625379,3.11
2026-07-31,Meta,Running_Summer,31427.39,55844.48,141716,4346483,1.78
2026-07-31,Google,Running_Search,29037.04,79967.74,131819,4791638,2.75
2026-07-31,Influencer,Creator_Reviews,17517.9,51758.26,41254,1683548,2.95
