order_id,date,product_id,category,channel,units,unit_price,discount_pct,revenue
O014340,2026-03-12,P022,Casual,Flipkart,2,1447,0.1,2604.6
O014341,2026-03-12,P002,Running,Website,1,1759,0.05,1671.05
O014342,2026-03-12,P027,Casual,Flipkart,1,1375,0.05,1306.25
O014343,2026-03-12,P013,Running,Website,1,1793,0.0,1793.0
O014344,2026-03-12,P044,Lounge,Amazon,1,1155,0.0,1155.0
O014345,2026-03-12,P021,Casual,Website,3,1518,0.1,4098.6
O014346,2026-03-12,P002,Running,Amazon,2,1759,0.1,3166.2
O014347,2026-03-12,P028,Casual,Website,1,1417,0.1,1275.3
O014348,2026-03-12,P039,Formal,Myntra,1,1951,0.1,1755.9
O014349,2026-03-12,P002,Running,Flipkart,1,1759,0.1,1583.1
O014350,2026-03-12,P033,Formal,Amazon,2,1845,0.0,3690.0
O014351,2026-03-12,P034,Formal,Flipkart,1,2022,0.0,2022.0
O014352,2026-03-12,P030,Casual,Website,1,1429,0.1,1286.1
O014353,2026-03-12,P021,Casual,Myntra,1,1518,0.0,1518.0
O014354,2026-03-12,P028,Casual,Myntra,3,1417,0.0,4251.0
O014355,2026-03-12,P021,Casual,Website,1,1518,0.1,1366.2
O014356,2026-03-12,P016,Running,Myntra,2,1591,0.05,3022.9
O014357,2026-03-12,P002,Running,Flipkart,3,1759,0.0,5277.0
O014358,2026-03-12,P021,Casual,Flipkart,1,1518,0.05,1442.1
O014359,2026-03-12,P036,Formal,Flipkart,1,1751,0.0,1751.0
O014360,2026-03-12,P003,Running,Website,3,1483,0.0,4449.0
O014361,2026-03-12,P002,Running,Website,1,1759,0.0,1759.0
O014362,2026-03-12,P007,Running,Myntra,1,1785,0.1,1606.5
O014363,2026-03-12,P012,Running,Website,1,1540,0.05,1463.0
O014364,2026-03-12,P021,Casual,Website,1,1518,0.1,1366.2
O014365,2026-03-12,P039,Formal,Flipkart,1,1951,0.1,1755.9
O014366,2026-03-12,P002,Running,Website,1,1759,0.0,1759.0
O014367,2026-03-12,P036,Formal,Website,2,1751,0.05,3326.9
O014368,2026-03-12,P031,Casual,Website,1,1323,0.0,1323.0
O014369,2026-03-12,P021,Casual,Website,1,1518,0.05,1442.1
O014370,2026-03-12,P008,Running,Website,1,1629,0.15,1384.65
O014371,2026-03-12,P004,Running,Website,1,1728,0.1,1555.2
O014372,2026-03-12,P007,Running,Website,1,1785,0.05,1695.75
O014373,2026-03-12,P014,Running,Amazon,1,1780,0.1,1602.0
O014374,2026-03-12,P023,Casual,Website,2,1512,0.15,2570.4
O014375,2026-03-12,P014,Running,Website,3,1780,0.05,5073.0
O014376,2026-03-12,P024,Casual,Website,1,1297,0.0,1297.0
O014377,2026-03-12,P044,Lounge,Flipkart,1,1155,0.0,1155.0
O014378,2026-03-12,P006,Running,Website,3,1754,0.0,5262.0
O014379,2026-03-12,P045,Lounge,Amazon,3,885,0.0,2655.0
O014380,2026-03-12,P008,Running,Myntra,2,1629,0.0,3258.0
O014381,2026-03-12,P021,Casual,Amazon,1,1518,0.0,1518.0
O014382,2026-03-12,P032,Casual,Flipkart,1,1471,0.0,1471.0
O014383,2026-03-12,P030,Casual,Website,1,1429,0.0,1429.0
O014384,2026-03-12,P034,Formal,Amazon,1,2022,0.15,1718.7
O014385,2026-03-12,P031,Casual,Website,2,1323,0.0,2646.0
O014386,2026-03-12,P001,Running,Website,5,1484,0.05,7049.0
O014387,2026-03-12,P021,Casual,Amazon,1,1518,0.0,1518.0
O014388,2026-03-12,P016,Running,Flipkart,2,1591,0.15,2704.7
O014389,2026-03-12,P048,Slip-On,Amazon,2,1224,0.1,2203.2
O014390,2026-03-12,P050,Slip-On,Amazon,1,1391,0.05,1321.45
O014391,2026-03-12,P011,Running,Website,1,1629,0.1,1466.1
O014392,2026-03-12,P031,Casual,Flipkart,1,1323,0.1,1190.7
O014393,2026-03-12,P010,Running,Website,1,1707,0.05,1621.65
O014394,2026-03-12,P033,Formal,Website,3,1845,0.1,4981.5
O014395,2026-03-12,P012,Running,Myntra,1,1540,0.0,1540.0
O014396,2026-03-12,P032,Casual,Amazon,3,1471,0.0,4413.0
O014397,2026-03-12,P002,Running,Website,1,1759,0.05,1671.05
O014398,2026-03-12,P031,Casual,Flipkart,1,1323,0.0,1323.0
O014399,2026-03-12,P017,Casual,Website,1,1420,0.05,1349.0
O014400,2026-03-12,P032,Casual,Amazon,1,1471,0.0,1471.0
O014401,2026-03-12,P004,Running,Amazon,1,1728,0.05,1641.6
O014402,2026-03-12,P043,Lounge,Flipkart,2,880,0.1,1584.0
O014403,2026-03-12,P029,Casual,Myntra,1,1401,0.05,1330.95
O014404,2026-03-12,P015,Running,Website,2,1729,0.05,3285.1
O014405,2026-03-12,P014,Running,Myntra,1,1780,0.1,1602.0
O014406,2026-03-12,P012,Running,Myntra,2,1540,0.05,2926.0
O014407,2026-03-12,P025,Casual,Website,1,1334,0.05,1267.3
O014408,2026-03-12,P002,Running,Myntra,2,1759,0.05,3342.1
O014409,2026-03-12,P031,Casual,Myntra,1,1323,0.1,1190.7
O014410,2026-03-12,P036,Formal,Amazon,1,1751,0.1,1575.9
O014411,2026-03-12,P011,Running,Amazon,1,1629,0.0,1629.0
O014412,2026-03-12,P006,Running,Website,1,1754,0.0,1754.0
O014413,2026-03-12,P051,Slip-On,Amazon,2,1392,0.0,2784.0
O014414,2026-03-12,P027,Casual,Myntra,1,1375,0.05,1306.25
O014415,2026-03-12,P030,Casual,Flipkart,1,1429,0.0,1429.0
O014416,2026-03-12,P027,Casual,Website,1,1375,0.0,1375.0
O014417,2026-03-12,P010,Running,Amazon,2,1707,0.1,3072.6
O014418,2026-03-12,P037,Formal,Website,2,1938,0.15,3294.6
O014419,2026-03-13,P006,Running,Myntra,1,1754,0.15,1490.9
O014420,2026-03-13,P036,Formal,Amazon,2,1751,0.1,3151.8
O014421,2026-03-13,P004,Running,Myntra,1,1728,0.0,1728.0
O014422,2026-03-13,P015,Running,Flipkart,1,1729,0.0,1729.0
O014423,2026-03-13,P001,Running,Myntra,1,1484,0.0,1484.0
O014424,2026-03-13,P051,Slip-On,Website,2,1392,0.05,2644.8
O014425,2026-03-13,P014,Running,Myntra,1,1780,0.05,1691.0
O014426,2026-03-13,P005,Running,Website,3,1744,0.0,5232.0
O014427,2026-03-13,P038,Formal,Myntra,2,2031,0.0,4062.0
O014428,2026-03-13,P017,Casual,Website,1,1420,0.0,1420.0
O014429,2026-03-13,P027,Casual,Website,1,1375,0.15,1168.75
O014430,2026-03-13,P042,Lounge,Flipkart,1,1117,0.0,1117.0
O014431,2026-03-13,P011,Running,Flipkart,1,1629,0.05,1547.55
O014432,2026-03-13,P023,Casual,Website,1,1512,0.0,1512.0
O014433,2026-03-13,P007,Running,Myntra,1,1785,0.0,1785.0
O014434,2026-03-13,P041,Lounge,Website,1,1025,0.05,973.75
O014435,2026-03-13,P013,Running,Myntra,1,1793,0.05,1703.35
O014436,2026-03-13,P021,Casual,Myntra,3,1518,0.05,4326.3
O014437,2026-03-13,P032,Casual,Website,3,1471,0.1,3971.7
O014438,2026-03-13,P046,Lounge,Flipkart,1,1073,0.1,965.7
O014439,2026-03-13,P014,Running,Website,2,1780,0.1,3204.0
O014440,2026-03-13,P004,Running,Amazon,1,1728,0.1,1555.2
O014441,2026-03-13,P022,Casual,Myntra,2,1447,0.0,2894.0
O014442,2026-03-13,P001,Running,Website,3,1484,0.0,4452.0
O014443,2026-03-13,P016,Running,Website,3,1591,0.15,4057.05
O014444,2026-03-13,P017,Casual,Website,1,1420,0.05,1349.0
O014445,2026-03-13,P020,Casual,Website,1,1166,0.05,1107.7
O014446,2026-03-13,P017,Casual,Myntra,2,1420,0.0,2840.0
O014447,2026-03-13,P032,Casual,Flipkart,2,1471,0.0,2942.0
O014448,2026-03-13,P010,Running,Website,1,1707,0.0,1707.0
O014449,2026-03-13,P022,Casual,Flipkart,1,1447,0.05,1374.65
O014450,2026-03-13,P013,Running,Website,1,1793,0.05,1703.35
O014451,2026-03-13,P027,Casual,Website,2,1375,0.05,2612.5
O014452,2026-03-13,P018,Casual,Amazon,1,1461,0.15,1241.85
O014453,2026-03-13,P009,Running,Website,1,1762,0.05,1673.9
O014454,2026-03-13,P026,Casual,Myntra,2,1201,0.05,2281.9
O014455,2026-03-13,P010,Running,Flipkart,1,1707,0.0,1707.0
O014456,2026-03-13,P016,Running,Website,1,1591,0.0,1591.0
O014457,2026-03-13,P017,Casual,Flipkart,2,1420,0.0,2840.0
O014458,2026-03-13,P046,Lounge,Amazon,1,1073,0.0,1073.0
O014459,2026-03-13,P032,Casual,Website,1,1471,0.05,1397.45
O014460,2026-03-13,P027,Casual,Website,1,1375,0.05,1306.25
O014461,2026-03-13,P005,Running,Website,1,1744,0.05,1656.8
O014462,2026-03-13,P013,Running,Amazon,4,1793,0.1,6454.8
O014463,2026-03-13,P002,Running,Flipkart,1,1759,0.1,1583.1
O014464,2026-03-13,P023,Casual,Myntra,1,1512,0.15,1285.2
O014465,2026-03-13,P005,Running,Website,1,1744,0.05,1656.8
O014466,2026-03-13,P002,Running,Amazon,1,1759,0.05,1671.05
O014467,2026-03-13,P015,Running,Amazon,1,1729,0.05,1642.55
O014468,2026-03-13,P033,Formal,Website,1,1845,0.0,1845.0
O014469,2026-03-13,P018,Casual,Website,1,1461,0.05,1387.95
O014470,2026-03-13,P004,Running,Website,2,1728,0.05,3283.2
O014471,2026-03-13,P023,Casual,Amazon,2,1512,0.0,3024.0
O014472,2026-03-13,P019,Casual,Website,2,1348,0.15,2291.6
O014473,2026-03-13,P050,Slip-On,Website,1,1391,0.1,1251.9
O014474,2026-03-13,P006,Running,Website,1,1754,0.0,1754.0
O014475,2026-03-13,P030,Casual,Amazon,3,1429,0.05,4072.65
O014476,2026-03-13,P032,Casual,Myntra,4,1471,0.15,5001.4
O014477,2026-03-13,P041,Lounge,Website,1,1025,0.0,1025.0
O014478,2026-03-13,P041,Lounge,Amazon,3,1025,0.0,3075.0
O014479,2026-03-13,P017,Casual,Website,1,1420,0.15,1207.0
O014480,2026-03-13,P033,Formal,Website,1,1845,0.05,1752.75
O014481,2026-03-13,P016,Running,Website,1,1591,0.05,1511.45
O014482,2026-03-13,P045,Lounge,Amazon,2,885,0.05,1681.5
O014483,2026-03-13,P031,Casual,Website,1,1323,0.05,1256.85
O014484,2026-03-13,P002,Running,Website,1,1759,0.0,1759.0
O014485,2026-03-13,P008,Running,Amazon,3,1629,0.15,4153.95
O014486,2026-03-13,P046,Lounge,Amazon,1,1073,0.0,1073.0
O014487,2026-03-13,P024,Casual,Myntra,1,1297,0.1,1167.3
O014488,2026-03-13,P035,Formal,Website,1,2071,0.15,1760.35
O014489,2026-03-13,P041,Lounge,Website,1,1025,0.15,871.25
O014490,2026-03-13,P002,Running,Myntra,1,1759,0.05,1671.05
O014491,2026-03-13,P005,Running,Myntra,3,1744,0.1,4708.8
O014492,2026-03-13,P049,Slip-On,Website,1,1447,0.0,1447.0
O014493,2026-03-13,P026,Casual,Amazon,1,1201,0.0,1201.0
O014494,2026-03-13,P031,Casual,Amazon,2,1323,0.15,2249.1
O014495,2026-03-13,P016,Running,Website,1,1591,0.15,1352.35
O014496,2026-03-13,P010,Running,Flipkart,1,1707,0.0,1707.0
O014497,2026-03-13,P004,Running,Website,3,1728,0.0,5184.0
O014498,2026-03-13,P009,Running,Website,1,1762,0.05,1673.9
O014499,2026-03-13,P005,Running,Flipkart,2,1744,0.0,3488.0
O014500,2026-03-13,P048,Slip-On,Flipkart,2,1224,0.0,2448.0
O014501,2026-03-13,P043,Lounge,Website,2,880,0.05,1672.0
O014502,2026-03-13,P034,Formal,Flipkart,1,2022,0.0,2022.0
O014503,2026-03-13,P001,Running,Amazon,1,1484,0.0,1484.0
O014504,2026-03-13,P022,Casual,Website,2,1447,0.15,2459.9
O014505,2026-03-13,P010,Running,Website,4,1707,0.05,6486.6
O014506,2026-03-13,P004,Running,Website,2,1728,0.0,3456.0
O014507,2026-03-13,P001,Running,Myntra,2,1484,0.05,2819.6
O014508,2026-03-13,P031,Casual,Myntra,2,1323,0.0,2646.0
O014509,2026-03-13,P016,Running,Amazon,3,1591,0.05,4534.35
O014510,2026-03-13,P025,Casual,Website,3,1334,0.0,4002.0
O014511,2026-03-13,P035,Formal,Website,2,2071,0.05,3934.9
O014512,2026-03-13,P019,Casual,Amazon,1,1348,0.05,1280.6
O014513,2026-03-13,P006,Running,Amazon,2,1754,0.05,3332.6
O014514,2026-03-13,P049,Slip-On,Amazon,2,1447,0.0,2894.0
O014515,2026-03-13,P028,Casual,Myntra,1,1417,0.0,1417.0
O014516,2026-03-13,P008,Running,Amazon,1,1629,0.0,1629.0
O014517,2026-03-13,P030,Casual,Amazon,1,1429,0.0,1429.0
O014518,2026-03-13,P018,Casual,Myntra,1,1461,0.15,1241.85
O014519,2026-03-13,P036,Formal,Amazon,1,1751,0.0,1751.0
O014520,2026-03-13,P032,Casual,Website,1,1471,0.1,1323.9
O014521,2026-03-13,P011,Running,Website,1,1629,0.05,1547.55
O014522,2026-03-13,P032,Casual,Amazon,1,1471,0.0,1471.0
O014523,2026-03-13,P024,Casual,Website,3,1297,0.0,3891.0
O014524,2026-03-13,P029,Casual,Amazon,1,1401,0.0,1401.0
O014525,2026-03-13,P016,Running,Website,2,1591,0.15,2704.7
O014526,2026-03-13,P005,Running,Myntra,1,1744,0.05,1656.8
O014527,2026-03-13,P002,Running,Website,2,1759,0.05,3342.1
O014528,2026-03-13,P036,Formal,Website,1,1751,0.0,1751.0
O014529,2026-03-13,P012,Running,Website,1,1540,0.0,1540.0
O014530,2026-03-13,P025,Casual,Website,1,1334,0.05,1267.3
O014531,2026-03-13,P040,Formal,Flipkart,1,1977,0.0,1977.0
O014532,2026-03-13,P049,Slip-On,Myntra,2,1447,0.0,2894.0
O014533,2026-03-13,P051,Slip-On,Website,2,1392,0.15,2366.4
O014534,2026-03-13,P038,Formal,Flipkart,1,2031,0.1,1827.9
O014535,2026-03-13,P022,Casual,Amazon,1,1447,0.0,1447.0
O014536,2026-03-13,P011,Running,Flipkart,1,1629,0.0,1629.0
O014537,2026-03-13,P001,Running,Myntra,1,1484,0.1,1335.6
O014538,2026-03-13,P010,Running,Amazon,1,1707,0.0,1707.0
O014539,2026-03-13,P010,Running,Amazon,1,1707,0.1,1536.3
O014540,2026-03-13,P022,Casual,Flipkart,3,1447,0.15,3689.85
O014541,2026-03-13,P027,Casual,Website,4,1375,0.0,5500.0
O014542,2026-03-13,P051,Slip-On,Website,1,1392,0.1,1252.8
O014543,2026-03-13,P016,Running,Website,1,1591,0.05,1511.45
O014544,2026-03-13,P049,Slip-On,Myntra,1,1447,0.1,1302.3
O014545,2026-03-13,P038,Formal,Amazon,1,2031,0.05,1929.45
O014546,2026-03-13,P031,Casual,Website,1,1323,0.0,1323.0
O014547,2026-03-13,P007,Running,Amazon,2,1785,0.05,3391.5
O014548,2026-03-13,P027,Casual,Myntra,1,1375,0.0,1375.0
O014549,2026-03-13,P026,Casual,Myntra,1,1201,0.1,1080.9
O014550,2026-03-13,P036,Formal,Myntra,1,1751,0.0,1751.0
O014551,2026-03-13,P025,Casual,Website,1,1334,0.1,1200.6
O014552,2026-03-13,P050,Slip-On,Website,1,1391,0.0,1391.0
O014553,2026-03-13,P008,Running,Myntra,1,1629,0.0,1629.0
O014554,2026-03-13,P007,Running,Website,1,1785,0.0,1785.0
O014555,2026-03-13,P032,Casual,Myntra,1,1471,0.0,1471.0
O014556,2026-03-13,P052,Slip-On,Website,1,1161,0.0,1161.0
O014557,2026-03-13,P010,Running,Amazon,1,1707,0.05,1621.65
O014558,2026-03-13,P003,Running,Amazon,1,1483,0.05,1408.85
O014559,2026-03-13,P029,Casual,Amazon,1,1401,0.05,1330.95
O014560,2026-03-13,P033,Formal,Myntra,1,1845,0.0,1845.0
O014561,2026-03-13,P022,Casual,Myntra,1,1447,0.15,1229.95
O014562,2026-03-13,P010,Running,Website,1,1707,0.0,1707.0
O014563,2026-03-13,P021,Casual,Myntra,1,1518,0.1,1366.2
O014564,2026-03-13,P013,Running,Myntra,1,1793,0.0,1793.0
O014565,2026-03-13,P009,Running,Flipkart,1,1762,0.0,1762.0
O014566,2026-03-13,P021,Casual,Website,1,1518,0.0,1518.0
O014567,2026-03-13,P002,Running,Website,1,1759,0.15,1495.15
O014568,2026-03-13,P031,Casual,Amazon,2,1323,0.15,2249.1
O014569,2026-03-13,P034,Formal,Myntra,1,2022,0.05,1920.9
O014570,2026-03-13,P052,Slip-On,Website,1,1161,0.05,1102.95
O014571,2026-03-13,P044,Lounge,Flipkart,1,1155,0.0,1155.0
O014572,2026-03-13,P012,Running,Website,2,1540,0.05,2926.0
O014573,2026-03-13,P013,Running,Amazon,1,1793,0.15,1524.05
O014574,2026-03-13,P019,Casual,Flipkart,1,1348,0.1,1213.2
O014575,2026-03-13,P032,Casual,Flipkart,1,1471,0.05,1397.45
O014576,2026-03-13,P002,Running,Website,2,1759,0.05,3342.1
O014577,2026-03-13,P050,Slip-On,Myntra,1,1391,0.0,1391.0
O014578,2026-03-13,P031,Casual,Amazon,1,1323,0.05,1256.85
O014579,2026-03-13,P041,Lounge,Website,1,1025,0.1,922.5
O014580,2026-03-13,P030,Casual,Website,1,1429,0.15,1214.65
O014581,2026-03-13,P047,Slip-On,Flipkart,1,1188,0.0,1188.0
O014582,2026-03-13,P038,Formal,Flipkart,2,2031,0.0,4062.0
O014583,2026-03-13,P018,Casual,Amazon,1,1461,0.1,1314.9
O014584,2026-03-13,P031,Casual,Website,2,1323,0.0,2646.0
O014585,2026-03-13,P049,Slip-On,Website,1,1447,0.0,1447.0
O014586,2026-03-13,P049,Slip-On,Website,1,1447,0.05,1374.65
O014587,2026-03-13,P046,Lounge,Amazon,2,1073,0.05,2038.7
O014588,2026-03-13,P033,Formal,Website,2,1845,0.05,3505.5
O014589,2026-03-13,P028,Casual,Amazon,1,1417,0.0,1417.0
O014590,2026-03-13,P024,Casual,Amazon,5,1297,0.0,6485.0
O014591,2026-03-13,P008,Running,Myntra,1,1629,0.0,1629.0
O014592,2026-03-13,P019,Casual,Myntra,3,1348,0.0,4044.0
O014593,2026-03-13,P006,Running,Myntra,1,1754,0.0,1754.0
O014594,2026-03-13,P007,Running,Flipkart,3,1785,0.05,5087.25
O014595,2026-03-13,P007,Running,Website,1,1785,0.05,1695.75
O014596,2026-03-13,P020,Casual,Amazon,3,1166,0.05,3323.1
O014597,2026-03-13,P004,Running,Flipkart,3,1728,0.0,5184.0
O014598,2026-03-13,P042,Lounge,Amazon,1,1117,0.05,1061.15
O014599,2026-03-13,P047,Slip-On,Amazon,1,1188,0.05,1128.6
O014600,2026-03-13,P029,Casual,Amazon,1,1401,0.05,1330.95
O014601,2026-03-13,P022,Casual,Amazon,1,1447,0.0,1447.0
O014602,2026-03-13,P050,Slip-On,Website,1,1391,0.05,1321.45
O014603,2026-03-13,P013,Running,Flipkart,3,1793,0.15,4572.15
O014604,2026-03-13,P026,Casual,Amazon,1,1201,0.1,1080.9
O014605,2026-03-13,P037,Formal,Website,1,1938,0.0,1938.0
O014606,2026-03-13,P032,Casual,Website,1,1471,0.05,1397.45
O014607,2026-03-13,P040,Formal,Flipkart,1,1977,0.0,1977.0
O014608,2026-03-13,P010,Running,Amazon,1,1707,0.0,1707.0
O014609,2026-03-13,P037,Formal,Myntra,2,1938,0.05,3682.2
O014610,2026-03-13,P002,Running,Amazon,1,1759,0.0,1759.0
O014611,2026-03-13,P024,Casual,Website,1,1297,0.05,1232.15
O014612,2026-03-13,P001,Running,Myntra,1,1484,0.1,1335.6
O014613,2026-03-13,P014,Running,Website,1,1780,0.0,1780.0
O014614,2026-03-13,P025,Casual,Website,2,1334,0.1,2401.2
O014615,2026-03-13,P031,Casual,Website,1,1323,0.0,1323.0
O014616,2026-03-13,P021,Casual,Amazon,1,1518,0.0,1518.0
O014617,2026-03-13,P049,Slip-On,Flipkart,1,1447,0.0,1447.0
O014618,2026-03-13,P022,Casual,Website,1,1447,0.15,1229.95
O014619,2026-03-13,P003,Running,Myntra,1,1483,0.05,1408.85
O014620,2026-03-14,P007,Running,Myntra,1,1785,0.05,1695.75
O014621,2026-03-14,P011,Running,Website,1,1629,0.1,1466.1
O014622,2026-03-14,P047,Slip-On,Myntra,2,1188,0.0,2376.0
O014623,2026-03-14,P018,Casual,Website,1,1461,0.0,1461.0
O014624,2026-03-14,P022,Casual,Website,3,1447,0.1,3906.9
O014625,2026-03-14,P028,Casual,Website,2,1417,0.1,2550.6
O014626,2026-03-14,P023,Casual,Website,1,1512,0.1,1360.8
O014627,2026-03-14,P033,Formal,Myntra,1,1845,0.15,1568.25
O014628,2026-03-14,P009,Running,Amazon,1,1762,0.1,1585.8
O014629,2026-03-14,P047,Slip-On,Myntra,1,1188,0.0,1188.0
O014630,2026-03-14,P003,Running,Amazon,5,1483,0.05,7044.25
O014631,2026-03-14,P021,Casual,Myntra,2,1518,0.0,3036.0
O014632,2026-03-14,P052,Slip-On,Myntra,1,1161,0.05,1102.95
O014633,2026-03-14,P029,Casual,Website,1,1401,0.05,1330.95
O014634,2026-03-14,P020,Casual,Myntra,1,1166,0.05,1107.7
O014635,2026-03-14,P049,Slip-On,Website,1,1447,0.0,1447.0
O014636,2026-03-14,P004,Running,Myntra,3,1728,0.0,5184.0
O014637,2026-03-14,P018,Casual,Flipkart,2,1461,0.05,2775.9
O014638,2026-03-14,P046,Lounge,Website,1,1073,0.0,1073.0
O014639,2026-03-14,P030,Casual,Myntra,1,1429,0.0,1429.0
O014640,2026-03-14,P015,Running,Amazon,1,1729,0.1,1556.1
O014641,2026-03-14,P051,Slip-On,Amazon,1,1392,0.0,1392.0
O014642,2026-03-14,P034,Formal,Amazon,2,2022,0.1,3639.6
O014643,2026-03-14,P051,Slip-On,Myntra,2,1392,0.0,2784.0
O014644,2026-03-14,P025,Casual,Amazon,1,1334,0.0,1334.0
O014645,2026-03-14,P001,Running,Website,1,1484,0.0,1484.0
O014646,2026-03-14,P051,Slip-On,Flipkart,1,1392,0.0,1392.0
O014647,2026-03-14,P039,Formal,Myntra,2,1951,0.0,3902.0
O014648,2026-03-14,P024,Casual,Flipkart,1,1297,0.1,1167.3
O014649,2026-03-14,P007,Running,Website,1,1785,0.0,1785.0
O014650,2026-03-14,P044,Lounge,Amazon,1,1155,0.1,1039.5
O014651,2026-03-14,P028,Casual,Website,1,1417,0.05,1346.15
O014652,2026-03-14,P001,Running,Website,1,1484,0.05,1409.8
O014653,2026-03-14,P021,Casual,Website,1,1518,0.05,1442.1
O014654,2026-03-14,P051,Slip-On,Myntra,1,1392,0.05,1322.4
O014655,2026-03-14,P025,Casual,Myntra,3,1334,0.05,3801.9
O014656,2026-03-14,P031,Casual,Website,1,1323,0.0,1323.0
O014657,2026-03-14,P029,Casual,Flipkart,1,1401,0.05,1330.95
O014658,2026-03-14,P022,Casual,Myntra,1,1447,0.15,1229.95
O014659,2026-03-14,P030,Casual,Website,2,1429,0.0,2858.0
O014660,2026-03-14,P008,Running,Flipkart,2,1629,0.0,3258.0
O014661,2026-03-14,P014,Running,Website,1,1780,0.0,1780.0
O014662,2026-03-14,P045,Lounge,Website,1,885,0.0,885.0
O014663,2026-03-14,P011,Running,Website,2,1629,0.05,3095.1
O014664,2026-03-14,P017,Casual,Website,2,1420,0.1,2556.0
O014665,2026-03-14,P005,Running,Myntra,1,1744,0.0,1744.0
O014666,2026-03-14,P048,Slip-On,Amazon,1,1224,0.0,1224.0
O014667,2026-03-14,P011,Running,Website,1,1629,0.0,1629.0
O014668,2026-03-14,P025,Casual,Amazon,1,1334,0.15,1133.9
O014669,2026-03-14,P016,Running,Amazon,4,1591,0.05,6045.8
O014670,2026-03-14,P014,Running,Website,1,1780,0.15,1513.0
O014671,2026-03-14,P007,Running,Website,2,1785,0.0,3570.0
O014672,2026-03-14,P052,Slip-On,Myntra,1,1161,0.1,1044.9
O014673,2026-03-14,P012,Running,Website,1,1540,0.05,1463.0
O014674,2026-03-14,P016,Running,Flipkart,3,1591,0.0,4773.0
O014675,2026-03-14,P008,Running,Website,1,1629,0.0,1629.0
O014676,2026-03-14,P027,Casual,Flipkart,1,1375,0.05,1306.25
O014677,2026-03-14,P004,Running,Myntra,2,1728,0.1,3110.4
O014678,2026-03-14,P029,Casual,Website,1,1401,0.0,1401.0
O014679,2026-03-14,P021,Casual,Amazon,2,1518,0.0,3036.0
O014680,2026-03-14,P028,Casual,Website,1,1417,0.15,1204.45
O014681,2026-03-14,P001,Running,Amazon,1,1484,0.05,1409.8
O014682,2026-03-14,P029,Casual,Myntra,1,1401,0.1,1260.9
O014683,2026-03-14,P002,Running,Myntra,1,1759,0.0,1759.0
O014684,2026-03-14,P047,Slip-On,Website,7,1188,0.15,7068.6
O014685,2026-03-14,P037,Formal,Amazon,1,1938,0.05,1841.1
O014686,2026-03-14,P005,Running,Website,1,1744,0.0,1744.0
O014687,2026-03-14,P024,Casual,Website,2,1297,0.0,2594.0
O014688,2026-03-14,P050,Slip-On,Website,1,1391,0.15,1182.35
O014689,2026-03-14,P010,Running,Myntra,1,1707,0.0,1707.0
O014690,2026-03-14,P003,Running,Myntra,1,1483,0.0,1483.0
O014691,2026-03-14,P018,Casual,Website,1,1461,0.05,1387.95
O014692,2026-03-14,P006,Running,Website,2,1754,0.1,3157.2
O014693,2026-03-14,P035,Formal,Website,1,2071,0.05,1967.45
O014694,2026-03-14,P047,Slip-On,Myntra,1,1188,0.0,1188.0
O014695,2026-03-14,P019,Casual,Flipkart,1,1348,0.0,1348.0
O014696,2026-03-14,P052,Slip-On,Amazon,1,1161,0.0,1161.0
O014697,2026-03-14,P008,Running,Myntra,1,1629,0.1,1466.1
O014698,2026-03-14,P047,Slip-On,Amazon,1,1188,0.0,1188.0
O014699,2026-03-14,P013,Running,Amazon,1,1793,0.0,1793.0
O014700,2026-03-14,P046,Lounge,Website,1,1073,0.0,1073.0
O014701,2026-03-14,P046,Lounge,Amazon,1,1073,0.05,1019.35
O014702,2026-03-14,P014,Running,Amazon,2,1780,0.1,3204.0
O014703,2026-03-14,P001,Running,Amazon,1,1484,0.0,1484.0
O014704,2026-03-14,P013,Running,Website,1,1793,0.1,1613.7
O014705,2026-03-14,P018,Casual,Amazon,3,1461,0.15,3725.55
O014706,2026-03-14,P051,Slip-On,Amazon,3,1392,0.05,3967.2
O014707,2026-03-14,P030,Casual,Amazon,1,1429,0.1,1286.1
O014708,2026-03-14,P028,Casual,Website,1,1417,0.0,1417.0
O014709,2026-03-14,P028,Casual,Amazon,3,1417,0.0,4251.0
O014710,2026-03-14,P016,Running,Amazon,2,1591,0.1,2863.8
O014711,2026-03-14,P030,Casual,Amazon,1,1429,0.15,1214.65
O014712,2026-03-14,P012,Running,Amazon,4,1540,0.05,5852.0
O014713,2026-03-14,P033,Formal,Flipkart,2,1845,0.15,3136.5
O014714,2026-03-14,P028,Casual,Website,1,1417,0.15,1204.45
O014715,2026-03-14,P033,Formal,Amazon,1,1845,0.0,1845.0
O014716,2026-03-14,P007,Running,Website,2,1785,0.0,3570.0
O014717,2026-03-14,P024,Casual,Website,2,1297,0.05,2464.3
O014718,2026-03-14,P008,Running,Flipkart,2,1629,0.05,3095.1
O014719,2026-03-14,P013,Running,Website,1,1793,0.1,1613.7
O014720,2026-03-14,P036,Formal,Amazon,1,1751,0.05,1663.45
O014721,2026-03-14,P017,Casual,Website,4,1420,0.1,5112.0
O014722,2026-03-14,P002,Running,Myntra,1,1759,0.0,1759.0
O014723,2026-03-14,P045,Lounge,Flipkart,1,885,0.1,796.5
O014724,2026-03-14,P005,Running,Website,1,1744,0.05,1656.8
O014725,2026-03-14,P021,Casual,Website,1,1518,0.1,1366.2
