date,product_id,category,opening_stock,units_sold,closing_stock,reorder_level,availability_pct,low_stock_flag,stockout_flag
2026-02-25,P011,Running,156,3,155,65,100.0,0,0
2026-02-25,P012,Running,162,16,151,43,100.0,0,0
2026-02-25,P013,Running,146,10,139,53,100.0,0,0
2026-02-25,P014,Running,209,3,208,63,100.0,0,0
2026-02-25,P015,Running,186,7,181,59,100.0,0,0
2026-02-25,P016,Running,121,9,114,64,89.06,0,0
2026-02-25,P017,Casual,128,3,126,57,100.0,0,0
2026-02-25,P018,Casual,175,3,173,63,100.0,0,0
2026-02-25,P019,Casual,128,13,121,64,94.53,0,0
2026-02-25,P020,Casual,176,5,174,52,100.0,0,0
2026-02-25,P021,Casual,168,4,166,62,100.0,0,0
2026-02-25,P022,Casual,132,15,120,46,100.0,0,0
2026-02-25,P023,Casual,183,12,176,62,100.0,0,0
2026-02-25,P024,Casual,132,4,130,50,100.0,0,0
2026-02-25,P025,Casual,125,14,113,57,99.12,0,0
2026-02-25,P026,Casual,144,2,143,45,100.0,0,0
2026-02-25,P027,Casual,127,0,127,43,100.0,0,0
2026-02-25,P028,Casual,213,10,208,57,100.0,0,0
2026-02-25,P029,Casual,178,5,176,60,100.0,0,0
2026-02-25,P030,Casual,143,11,135,49,100.0,0,0
2026-02-25,P031,Casual,145,0,145,48,100.0,0,0
2026-02-25,P032,Casual,82,1,82,25,100.0,0,0
2026-02-25,P033,Formal,161,6,157,52,100.0,0,0
2026-02-25,P034,Formal,76,3,74,39,94.87,0,0
2026-02-25,P035,Formal,211,3,209,64,100.0,0,0
2026-02-25,P036,Formal,81,2,80,31,100.0,0,0
2026-02-25,P037,Formal,172,5,169,50,100.0,0,0
2026-02-25,P038,Formal,145,2,144,44,100.0,0,0
2026-02-25,P039,Formal,106,3,105,40,100.0,0,0
2026-02-25,P040,Formal,53,7,49,25,98.0,0,0
2026-02-25,P041,Lounge,178,2,177,64,100.0,0,0
2026-02-25,P042,Lounge,192,1,192,64,100.0,0,0
2026-02-25,P043,Lounge,83,9,78,29,100.0,0,0
2026-02-25,P044,Lounge,72,1,72,30,100.0,0,0
2026-02-25,P045,Lounge,133,5,130,48,100.0,0,0
2026-02-25,P046,Lounge,116,3,114,34,100.0,0,0
2026-02-25,P047,Slip-On,158,2,157,60,100.0,0,0
2026-02-25,P048,Slip-On,162,6,157,60,100.0,0,0
2026-02-25,P049,Slip-On,98,8,93,32,100.0,0,0
2026-02-25,P050,Slip-On,177,7,171,50,100.0,0,0
2026-02-25,P051,Slip-On,136,5,133,53,100.0,0,0
2026-02-25,P052,Slip-On,113,0,113,58,97.41,0,0
2026-02-26,P001,Running,48,3,47,25,94.0,0,0
2026-02-26,P002,Running,144,12,135,39,100.0,0,0
2026-02-26,P003,Running,130,6,127,62,100.0,0,0
2026-02-26,P004,Running,238,4,236,64,100.0,0,0
2026-02-26,P005,Running,209,8,205,62,100.0,0,0
2026-02-26,P006,Running,127,9,122,52,100.0,0,0
2026-02-26,P007,Running,91,7,87,39,100.0,0,0
2026-02-26,P008,Running,125,3,123,40,100.0,0,0
2026-02-26,P009,Running,101,5,99,36,100.0,0,0
2026-02-26,P010,Running,127,2,126,56,100.0,0,0
2026-02-26,P011,Running,243,6,238,65,100.0,0,0
2026-02-26,P012,Running,131,17,120,43,100.0,0,0
2026-02-26,P013,Running,100,8,93,53,87.74,0,0
2026-02-26,P014,Running,224,12,214,63,100.0,0,0
2026-02-26,P015,Running,133,19,123,59,100.0,0,0
2026-02-26,P016,Running,140,15,129,64,100.0,0,0
2026-02-26,P017,Casual,160,5,157,57,100.0,0,0
2026-02-26,P018,Casual,153,13,144,63,100.0,0,0
2026-02-26,P019,Casual,137,14,129,64,100.0,0,0
2026-02-26,P020,Casual,180,11,174,52,100.0,0,0
2026-02-26,P021,Casual,228,9,223,62,100.0,0,0
2026-02-26,P022,Casual,168,3,166,46,100.0,0,0
2026-02-26,P023,Casual,189,5,186,62,100.0,0,0
2026-02-26,P024,Casual,107,6,102,50,100.0,0,0
2026-02-26,P025,Casual,129,9,123,57,100.0,0,0
2026-02-26,P026,Casual,117,5,114,45,100.0,0,0
2026-02-26,P027,Casual,141,4,139,43,100.0,0,0
2026-02-26,P028,Casual,108,3,107,57,93.86,0,0
2026-02-26,P029,Casual,152,13,142,60,100.0,0,0
2026-02-26,P030,Casual,171,2,170,49,100.0,0,0
2026-02-26,P031,Casual,114,6,110,48,100.0,0,0
2026-02-26,P032,Casual,79,6,75,25,100.0,0,0
2026-02-26,P033,Formal,146,4,144,52,100.0,0,0
2026-02-26,P034,Formal,134,8,127,39,100.0,0,0
2026-02-26,P035,Formal,161,4,159,64,100.0,0,0
2026-02-26,P036,Formal,95,1,95,31,100.0,0,0
2026-02-26,P037,Formal,149,3,147,50,100.0,0,0
2026-02-26,P038,Formal,143,5,140,44,100.0,0,0
2026-02-26,P039,Formal,122,3,120,40,100.0,0,0
2026-02-26,P040,Formal,76,1,76,25,100.0,0,0
2026-02-26,P041,Lounge,233,5,230,64,100.0,0,0
2026-02-26,P042,Lounge,127,0,127,64,99.22,0,0
2026-02-26,P043,Lounge,71,3,69,29,100.0,0,0
2026-02-26,P044,Lounge,81,4,78,30,100.0,0,0
2026-02-26,P045,Lounge,97,1,97,48,100.0,0,0
2026-02-26,P046,Lounge,67,1,67,34,98.53,0,0
2026-02-26,P047,Slip-On,159,5,156,60,100.0,0,0
2026-02-26,P048,Slip-On,173,3,171,60,100.0,0,0
2026-02-26,P049,Slip-On,121,1,121,32,100.0,0,0
2026-02-26,P050,Slip-On,128,2,127,50,100.0,0,0
2026-02-26,P051,Slip-On,198,5,195,53,100.0,0,0
2026-02-26,P052,Slip-On,118,4,115,58,99.14,0,0
2026-02-27,P001,Running,59,15,51,25,100.0,0,0
2026-02-27,P002,Running,125,5,122,39,100.0,0,0
2026-02-27,P003,Running,229,4,226,62,100.0,0,0
2026-02-27,P004,Running,246,2,245,64,100.0,0,0
2026-02-27,P005,Running,131,7,126,62,100.0,0,0
2026-02-27,P006,Running,107,10,99,52,95.19,0,0
2026-02-27,P007,Running,128,4,125,39,100.0,0,0
2026-02-27,P008,Running,142,3,141,40,100.0,0,0
2026-02-27,P009,Running,84,7,79,36,100.0,0,0
2026-02-27,P010,Running,189,5,186,56,100.0,0,0
2026-02-27,P011,Running,154,16,141,65,100.0,0,0
2026-02-27,P012,Running,151,11,145,43,100.0,0,0
2026-02-27,P013,Running,133,2,132,53,100.0,0,0
2026-02-27,P014,Running,127,8,123,63,97.62,0,0
2026-02-27,P015,Running,189,4,186,59,100.0,0,0
2026-02-27,P016,Running,214,6,210,64,100.0,0,0
2026-02-27,P017,Casual,135,2,134,57,100.0,0,0
2026-02-27,P018,Casual,153,4,151,63,100.0,0,0
2026-02-27,P019,Casual,130,12,124,64,96.88,0,0
2026-02-27,P020,Casual,195,7,191,52,100.0,0,0
2026-02-27,P021,Casual,166,8,159,62,100.0,0,0
2026-02-27,P022,Casual,107,9,102,46,100.0,0,0
2026-02-27,P023,Casual,147,5,145,62,100.0,0,0
2026-02-27,P024,Casual,150,6,147,50,100.0,0,0
2026-02-27,P025,Casual,182,4,179,57,100.0,0,0
2026-02-27,P026,Casual,119,8,115,45,100.0,0,0
2026-02-27,P027,Casual,113,5,110,43,100.0,0,0
2026-02-27,P028,Casual,151,7,145,57,100.0,0,0
2026-02-27,P029,Casual,140,9,134,60,100.0,0,0
2026-02-27,P030,Casual,100,4,98,49,100.0,0,0
2026-02-27,P031,Casual,106,5,104,48,100.0,0,0
2026-02-27,P032,Casual,81,5,78,25,100.0,0,0
2026-02-27,P033,Formal,118,3,117,52,100.0,0,0
2026-02-27,P034,Formal,114,15,103,39,100.0,0,0
2026-02-27,P035,Formal,127,7,123,64,96.09,0,0
2026-02-27,P036,Formal,120,12,112,31,100.0,0,0
2026-02-27,P037,Formal,151,9,144,50,100.0,0,0
2026-02-27,P038,Formal,158,12,151,44,100.0,0,0
2026-02-27,P039,Formal,79,6,76,40,95.0,0,0
2026-02-27,P040,Formal,50,2,49,25,98.0,0,0
2026-02-27,P041,Lounge,235,5,233,64,100.0,0,0
2026-02-27,P042,Lounge,163,3,162,64,100.0,0,0
2026-02-27,P043,Lounge,105,10,98,29,100.0,0,0
2026-02-27,P044,Lounge,72,3,70,30,100.0,0,0
2026-02-27,P045,Lounge,97,1,97,48,100.0,0,0
2026-02-27,P046,Lounge,110,2,109,34,100.0,0,0
2026-02-27,P047,Slip-On,180,0,180,60,100.0,0,0
2026-02-27,P048,Slip-On,180,1,180,60,100.0,0,0
2026-02-27,P049,Slip-On,68,10,62,32,96.88,0,0
2026-02-27,P050,Slip-On,107,5,105,50,100.0,0,0
2026-02-27,P051,Slip-On,163,4,161,53,100.0,0,0
2026-02-27,P052,Slip-On,153,6,148,58,100.0,0,0
2026-02-28,P001,Running,74,4,72,25,100.0,0,0
2026-02-28,P002,Running,108,10,100,39,100.0,0,0
2026-02-28,P003,Running,180,6,176,62,100.0,0,0
2026-02-28,P004,Running,206,3,205,64,100.0,0,0
2026-02-28,P005,Running,199,18,186,62,100.0,0,0
2026-02-28,P006,Running,112,5,109,52,100.0,0,0
2026-02-28,P007,Running,118,9,113,39,100.0,0,0
2026-02-28,P008,Running,90,10,84,40,100.0,0,0
2026-02-28,P009,Running,99,14,87,36,100.0,0,0
2026-02-28,P010,Running,161,3,159,56,100.0,0,0
2026-02-28,P011,Running,154,11,146,65,100.0,0,0
2026-02-28,P012,Running,149,12,142,43,100.0,0,0
2026-02-28,P013,Running,136,14,126,53,100.0,0,0
2026-02-28,P014,Running,120,12,112,63,88.89,0,0
2026-02-28,P015,Running,145,5,141,59,100.0,0,0
2026-02-28,P016,Running,230,6,226,64,100.0,0,0
2026-02-28,P017,Casual,196,7,191,57,100.0,0,0
2026-02-28,P018,Casual,191,3,189,63,100.0,0,0
2026-02-28,P019,Casual,196,11,190,64,100.0,0,0
2026-02-28,P020,Casual,119,2,118,52,100.0,0,0
2026-02-28,P021,Casual,224,3,223,62,100.0,0,0
2026-02-28,P022,Casual,127,11,120,46,100.0,0,0
2026-02-28,P023,Casual,149,10,143,62,100.0,0,0
2026-02-28,P024,Casual,173,6,168,50,100.0,0,0
2026-02-28,P025,Casual,175,3,173,57,100.0,0,0
2026-02-28,P026,Casual,119,5,116,45,100.0,0,0
2026-02-28,P027,Casual,107,8,101,43,100.0,0,0
2026-02-28,P028,Casual,211,4,209,57,100.0,0,0
2026-02-28,P029,Casual,191,6,186,60,100.0,0,0
2026-02-28,P030,Casual,115,9,108,49,100.0,0,0
2026-02-28,P031,Casual,176,3,174,48,100.0,0,0
2026-02-28,P032,Casual,70,10,62,25,100.0,0,0
2026-02-28,P033,Formal,124,6,121,52,100.0,0,0
2026-02-28,P034,Formal,130,2,129,39,100.0,0,0
2026-02-28,P035,Formal,205,8,199,64,100.0,0,0
2026-02-28,P036,Formal,67,1,67,31,100.0,0,0
2026-02-28,P037,Formal,135,2,134,50,100.0,0,0
2026-02-28,P038,Formal,142,6,139,44,100.0,0,0
2026-02-28,P039,Formal,121,6,118,40,100.0,0,0
2026-02-28,P040,Formal,72,2,71,25,100.0,0,0
2026-02-28,P041,Lounge,163,4,161,64,100.0,0,0
2026-02-28,P042,Lounge,121,2,120,64,93.75,0,0
2026-02-28,P043,Lounge,112,4,109,29,100.0,0,0
2026-02-28,P044,Lounge,93,4,91,30,100.0,0,0
2026-02-28,P045,Lounge,174,6,170,48,100.0,0,0
2026-02-28,P046,Lounge,96,6,92,34,100.0,0,0
2026-02-28,P047,Slip-On,219,2,218,60,100.0,0,0
2026-02-28,P048,Slip-On,204,0,204,60,100.0,0,0
2026-02-28,P049,Slip-On,106,3,105,32,100.0,0,0
2026-02-28,P050,Slip-On,190,1,190,50,100.0,0,0
2026-02-28,P051,Slip-On,152,5,149,53,100.0,0,0
2026-02-28,P052,Slip-On,124,4,122,58,100.0,0,0
2026-03-01,P001,Running,68,5,64,25,100.0,0,0
2026-03-01,P002,Running,76,13,65,39,83.33,0,0
2026-03-01,P003,Running,188,8,182,62,100.0,0,0
2026-03-01,P004,Running,224,5,222,64,100.0,0,0
2026-03-01,P005,Running,157,13,147,62,100.0,0,0
2026-03-01,P006,Running,179,4,177,52,100.0,0,0
2026-03-01,P007,Running,80,6,76,39,97.44,0,0
2026-03-01,P008,Running,138,5,135,40,100.0,0,0
2026-03-01,P009,Running,129,8,125,36,100.0,0,0
2026-03-01,P010,Running,170,4,168,56,100.0,0,0
2026-03-01,P011,Running,233,12,225,65,100.0,0,0
2026-03-01,P012,Running,159,17,149,43,100.0,0,0
2026-03-01,P013,Running,176,5,173,53,100.0,0,0
2026-03-01,P014,Running,188,9,181,63,100.0,0,0
2026-03-01,P015,Running,170,12,161,59,100.0,0,0
2026-03-01,P016,Running,132,8,127,64,99.22,0,0
2026-03-01,P017,Casual,180,9,174,57,100.0,0,0
2026-03-01,P018,Casual,176,11,167,63,100.0,0,0
2026-03-01,P019,Casual,199,3,197,64,100.0,0,0
2026-03-01,P020,Casual,133,9,128,52,100.0,0,0
2026-03-01,P021,Casual,123,4,121,62,97.58,0,0
2026-03-01,P022,Casual,115,6,111,46,100.0,0,0
2026-03-01,P023,Casual,204,8,200,62,100.0,0,0
2026-03-01,P024,Casual,167,5,164,50,100.0,0,0
2026-03-01,P025,Casual,210,7,205,57,100.0,0,0
2026-03-01,P026,Casual,130,13,120,45,100.0,0,0
2026-03-01,P027,Casual,140,10,132,43,100.0,0,0
2026-03-01,P028,Casual,161,6,157,57,100.0,0,0
2026-03-01,P029,Casual,201,7,195,60,100.0,0,0
2026-03-01,P030,Casual,176,6,173,49,100.0,0,0
2026-03-01,P031,Casual,160,7,157,48,100.0,0,0
2026-03-01,P032,Casual,56,10,49,25,98.0,0,0
2026-03-01,P033,Formal,169,1,169,52,100.0,0,0
2026-03-01,P034,Formal,150,5,146,39,100.0,0,0
2026-03-01,P035,Formal,235,3,233,64,100.0,0,0
2026-03-01,P036,Formal,99,4,96,31,100.0,0,0
2026-03-01,P037,Formal,149,2,148,50,100.0,0,0
2026-03-01,P038,Formal,105,0,105,44,100.0,0,0
2026-03-01,P039,Formal,115,1,115,40,100.0,0,0
2026-03-01,P040,Formal,79,5,76,25,100.0,0,0
2026-03-01,P041,Lounge,223,7,219,64,100.0,0,0
2026-03-01,P042,Lounge,209,5,205,64,100.0,0,0
2026-03-01,P043,Lounge,103,5,99,29,100.0,0,0
2026-03-01,P044,Lounge,87,1,87,30,100.0,0,0
2026-03-01,P045,Lounge,142,0,142,48,100.0,0,0
2026-03-01,P046,Lounge,127,2,126,34,100.0,0,0
2026-03-01,P047,Slip-On,216,4,214,60,100.0,0,0
2026-03-01,P048,Slip-On,209,3,207,60,100.0,0,0
2026-03-01,P049,Slip-On,97,4,94,32,100.0,0,0
2026-03-01,P050,Slip-On,105,2,104,50,100.0,0,0
2026-03-01,P051,Slip-On,176,4,174,53,100.0,0,0
2026-03-01,P052,Slip-On,107,5,104,58,89.66,0,0
2026-03-02,P001,Running,62,6,58,25,100.0,0,0
2026-03-02,P002,Running,143,7,138,39,100.0,0,0
2026-03-02,P003,Running,177,12,170,62,100.0,0,0
2026-03-02,P004,Running,232,7,227,64,100.0,0,0
2026-03-02,P005,Running,212,9,207,62,100.0,0,0
2026-03-02,P006,Running,106,6,102,52,98.08,0,0
2026-03-02,P007,Running,145,7,141,39,100.0,0,0
2026-03-02,P008,Running,79,5,76,40,95.0,0,0
2026-03-02,P009,Running,127,8,121,36,100.0,0,0
2026-03-02,P010,Running,141,7,137,56,100.0,0,0
2026-03-02,P011,Running,171,16,157,65,100.0,0,0
2026-03-02,P012,Running,164,10,157,43,100.0,0,0
2026-03-02,P013,Running,179,13,172,53,100.0,0,0
2026-03-02,P014,Running,231,9,227,63,100.0,0,0
2026-03-02,P015,Running,197,11,188,59,100.0,0,0
2026-03-02,P016,Running,155,4,152,64,100.0,0,0
2026-03-02,P017,Casual,141,2,140,57,100.0,0,0
2026-03-02,P018,Casual,161,9,154,63,100.0,0,0
2026-03-02,P019,Casual,242,8,238,64,100.0,0,0
2026-03-02,P020,Casual,144,9,137,52,100.0,0,0
2026-03-02,P021,Casual,137,8,133,62,100.0,0,0
2026-03-02,P022,Casual,149,4,146,46,100.0,0,0
2026-03-02,P023,Casual,163,7,158,62,100.0,0,0
2026-03-02,P024,Casual,118,7,112,50,100.0,0,0
2026-03-02,P025,Casual,204,10,197,57,100.0,0,0
2026-03-02,P026,Casual,127,5,123,45,100.0,0,0
2026-03-02,P027,Casual,145,7,141,43,100.0,0,0
2026-03-02,P028,Casual,218,8,213,57,100.0,0,0
2026-03-02,P029,Casual,197,11,188,60,100.0,0,0
2026-03-02,P030,Casual,133,8,128,49,100.0,0,0
2026-03-02,P031,Casual,162,5,158,48,100.0,0,0
2026-03-02,P032,Casual,52,10,44,25,88.0,0,0
2026-03-02,P033,Formal,154,7,148,52,100.0,0,0
2026-03-02,P034,Formal,147,4,144,39,100.0,0,0
2026-03-02,P035,Formal,239,3,237,64,100.0,0,0
2026-03-02,P036,Formal,82,1,82,31,100.0,0,0
2026-03-02,P037,Formal,96,8,91,50,91.0,0,0
2026-03-02,P038,Formal,163,3,161,44,100.0,0,0
2026-03-02,P039,Formal,139,2,138,40,100.0,0,0
2026-03-02,P040,Formal,50,4,47,25,94.0,0,0
2026-03-02,P041,Lounge,241,2,240,64,100.0,0,0
2026-03-02,P042,Lounge,204,4,202,64,100.0,0,0
2026-03-02,P043,Lounge,93,3,91,29,100.0,0,0
2026-03-02,P044,Lounge,117,1,117,30,100.0,0,0
2026-03-02,P045,Lounge,143,1,143,48,100.0,0,0
2026-03-02,P046,Lounge,72,7,67,34,98.53,0,0
2026-03-02,P047,Slip-On,185,5,182,60,100.0,0,0
2026-03-02,P048,Slip-On,155,11,147,60,100.0,0,0
2026-03-02,P049,Slip-On,68,7,64,32,100.0,0,0
2026-03-02,P050,Slip-On,185,6,181,50,100.0,0,0
2026-03-02,P051,Slip-On,155,4,153,53,100.0,0,0
2026-03-02,P052,Slip-On,144,0,144,58,100.0,0,0
2026-03-03,P001,Running,79,7,73,25,100.0,0,0
2026-03-03,P002,Running,148,5,144,39,100.0,0,0
2026-03-03,P003,Running,143,10,136,62,100.0,0,0
2026-03-03,P004,Running,180,10,174,64,100.0,0,0
2026-03-03,P005,Running,230,13,219,62,100.0,0,0
2026-03-03,P006,Running,126,10,119,52,100.0,0,0
2026-03-03,P007,Running,134,6,131,39,100.0,0,0
2026-03-03,P008,Running,130,6,126,40,100.0,0,0
2026-03-03,P009,Running,101,7,97,36,100.0,0,0
2026-03-03,P010,Running,179,5,175,56,100.0,0,0
2026-03-03,P011,Running,218,3,217,65,100.0,0,0
2026-03-03,P012,Running,129,15,119,43,100.0,0,0
2026-03-03,P013,Running,165,5,162,53,100.0,0,0
2026-03-03,P014,Running,176,14,166,63,100.0,0,0
2026-03-03,P015,Running,135,10,128,59,100.0,0,0
2026-03-03,P016,Running,186,6,183,64,100.0,0,0
2026-03-03,P017,Casual,149,11,141,57,100.0,0,0
2026-03-03,P018,Casual,203,4,201,63,100.0,0,0
2026-03-03,P019,Casual,206,3,205,64,100.0,0,0
2026-03-03,P020,Casual,179,3,178,52,100.0,0,0
2026-03-03,P021,Casual,144,12,135,62,100.0,0,0
2026-03-03,P022,Casual,112,5,109,46,100.0,0,0
2026-03-03,P023,Casual,186,6,182,62,100.0,0,0
2026-03-03,P024,Casual,150,4,148,50,100.0,0,0
2026-03-03,P025,Casual,214,6,211,57,100.0,0,0
2026-03-03,P026,Casual,137,5,133,45,100.0,0,0
2026-03-03,P027,Casual,141,6,138,43,100.0,0,0
2026-03-03,P028,Casual,190,15,179,57,100.0,0,0
2026-03-03,P029,Casual,115,0,115,60,95.83,0,0
2026-03-03,P030,Casual,133,9,127,49,100.0,0,0
2026-03-03,P031,Casual,97,4,95,48,98.96,0,0
2026-03-03,P032,Casual,85,3,83,25,100.0,0,0
2026-03-03,P033,Formal,171,6,168,52,100.0,0,0
2026-03-03,P034,Formal,77,1,77,39,98.72,0,0
2026-03-03,P035,Formal,236,3,234,64,100.0,0,0
2026-03-03,P036,Formal,118,5,115,31,100.0,0,0
2026-03-03,P037,Formal,145,6,142,50,100.0,0,0
2026-03-03,P038,Formal,108,1,108,44,100.0,0,0
2026-03-03,P039,Formal,78,4,75,40,93.75,0,0
2026-03-03,P040,Formal,72,7,67,25,100.0,0,0
2026-03-03,P041,Lounge,197,4,194,64,100.0,0,0
2026-03-03,P042,Lounge,167,4,165,64,100.0,0,0
2026-03-03,P043,Lounge,113,2,112,29,100.0,0,0
2026-03-03,P044,Lounge,60,1,60,30,100.0,0,0
2026-03-03,P045,Lounge,97,1,97,48,100.0,0,0
2026-03-03,P046,Lounge,85,2,84,34,100.0,0,0
2026-03-03,P047,Slip-On,125,7,120,60,100.0,0,0
2026-03-03,P048,Slip-On,176,16,166,60,100.0,0,0
2026-03-03,P049,Slip-On,108,1,108,32,100.0,0,0
2026-03-03,P050,Slip-On,178,7,175,50,100.0,0,0
2026-03-03,P051,Slip-On,146,9,141,53,100.0,0,0
2026-03-03,P052,Slip-On,165,7,161,58,100.0,0,0
2026-03-04,P001,Running,51,5,47,25,94.0,0,0
2026-03-04,P002,Running,140,6,136,39,100.0,0,0
2026-03-04,P003,Running,233,8,228,62,100.0,0,0
2026-03-04,P004,Running,128,14,119,64,92.97,0,0
2026-03-04,P005,Running,203,4,200,62,100.0,0,0
2026-03-04,P006,Running,150,4,148,52,100.0,0,0
2026-03-04,P007,Running,106,6,102,39,100.0,0,0
2026-03-04,P008,Running,85,5,81,40,100.0,0,0
2026-03-04,P009,Running,136,5,134,36,100.0,0,0
2026-03-04,P010,Running,116,14,104,56,92.86,0,0
2026-03-04,P011,Running,160,1,160,65,100.0,0,0
2026-03-04,P012,Running,147,7,142,43,100.0,0,0
2026-03-04,P013,Running,193,8,187,53,100.0,0,0
2026-03-04,P014,Running,186,8,180,63,100.0,0,0
2026-03-04,P015,Running,193,7,188,59,100.0,0,0
2026-03-04,P016,Running,192,5,188,64,100.0,0,0
2026-03-04,P017,Casual,183,2,182,57,100.0,0,0
2026-03-04,P018,Casual,169,4,167,63,100.0,0,0
2026-03-04,P019,Casual,180,6,175,64,100.0,0,0
2026-03-04,P020,Casual,162,6,158,52,100.0,0,0
2026-03-04,P021,Casual,234,13,227,62,100.0,0,0
2026-03-04,P022,Casual,120,6,116,46,100.0,0,0
2026-03-04,P023,Casual,144,2,143,62,100.0,0,0
2026-03-04,P024,Casual,167,4,164,50,100.0,0,0
2026-03-04,P025,Casual,174,7,169,57,100.0,0,0
2026-03-04,P026,Casual,147,5,145,45,100.0,0,0
2026-03-04,P027,Casual,155,2,154,43,100.0,0,0
2026-03-04,P028,Casual,164,1,164,57,100.0,0,0
2026-03-04,P029,Casual,155,5,152,60,100.0,0,0
2026-03-04,P030,Casual,124,7,119,49,100.0,0,0
2026-03-04,P031,Casual,114,12,108,48,100.0,0,0
2026-03-04,P032,Casual,65,2,64,25,100.0,0,0
2026-03-04,P033,Formal,140,1,140,52,100.0,0,0
2026-03-04,P034,Formal,151,5,148,39,100.0,0,0
2026-03-04,P035,Formal,134,2,133,64,100.0,0,0
2026-03-04,P036,Formal,64,3,62,31,100.0,0,0
2026-03-04,P037,Formal,107,7,102,50,100.0,0,0
2026-03-04,P038,Formal,159,4,157,44,100.0,0,0
2026-03-04,P039,Formal,91,7,87,40,100.0,0,0
2026-03-04,P040,Formal,56,6,52,25,100.0,0,0
2026-03-04,P041,Lounge,193,3,191,64,100.0,0,0
2026-03-04,P042,Lounge,243,2,242,64,100.0,0,0
2026-03-04,P043,Lounge,94,0,94,29,100.0,0,0
2026-03-04,P044,Lounge,91,8,86,30,100.0,0,0
2026-03-04,P045,Lounge,90,6,86,48,89.58,0,0
2026-03-04,P046,Lounge,82,6,79,34,100.0,0,0
2026-03-04,P047,Slip-On,228,4,225,60,100.0,0,0
2026-03-04,P048,Slip-On,166,6,162,60,100.0,0,0
2026-03-04,P049,Slip-On,107,2,106,32,100.0,0,0
2026-03-04,P050,Slip-On,175,7,171,50,100.0,0,0
2026-03-04,P051,Slip-On,199,7,195,53,100.0,0,0
2026-03-04,P052,Slip-On,128,3,127,58,100.0,0,0
2026-03-05,P001,Running,89,6,86,25,100.0,0,0
2026-03-05,P002,Running,74,7,69,39,88.46,0,0
2026-03-05,P003,Running,180,8,176,62,100.0,0,0
2026-03-05,P004,Running,208,8,203,64,100.0,0,0
2026-03-05,P005,Running,182,6,177,62,100.0,0,0
2026-03-05,P006,Running,161,0,161,52,100.0,0,0
2026-03-05,P007,Running,129,4,126,39,100.0,0,0
2026-03-05,P008,Running,137,8,131,40,100.0,0,0
2026-03-05,P009,Running,99,10,94,36,100.0,0,0
2026-03-05,P010,Running,113,1,113,56,100.0,0,0
2026-03-05,P011,Running,210,0,210,65,100.0,0,0
2026-03-05,P012,Running,156,4,154,43,100.0,0,0
2026-03-05,P013,Running,181,9,176,53,100.0,0,0
2026-03-05,P014,Running,215,3,213,63,100.0,0,0
2026-03-05,P015,Running,194,0,194,59,100.0,0,0
2026-03-05,P016,Running,217,6,212,64,100.0,0,0
2026-03-05,P017,Casual,196,9,189,57,100.0,0,0
2026-03-05,P018,Casual,140,9,135,63,100.0,0,0
2026-03-05,P019,Casual,181,2,180,64,100.0,0,0
2026-03-05,P020,Casual,159,9,153,52,100.0,0,0
2026-03-05,P021,Casual,185,9,179,62,100.0,0,0
2026-03-05,P022,Casual,86,1,86,46,93.48,0,0
2026-03-05,P023,Casual,215,2,214,62,100.0,0,0
2026-03-05,P024,Casual,113,4,111,50,100.0,0,0
2026-03-05,P025,Casual,219,3,217,57,100.0,0,0
2026-03-05,P026,Casual,102,12,95,45,100.0,0,0
2026-03-05,P027,Casual,93,3,91,43,100.0,0,0
2026-03-05,P028,Casual,155,3,153,57,100.0,0,0
2026-03-05,P029,Casual,178,4,176,60,100.0,0,0
2026-03-05,P030,Casual,97,12,90,49,91.84,0,0
2026-03-05,P031,Casual,144,6,140,48,100.0,0,0
2026-03-05,P032,Casual,47,2,46,25,92.0,0,0
2026-03-05,P033,Formal,158,6,153,52,100.0,0,0
2026-03-05,P034,Formal,140,3,139,39,100.0,0,0
2026-03-05,P035,Formal,159,0,159,64,100.0,0,0
2026-03-05,P036,Formal,122,5,120,31,100.0,0,0
2026-03-05,P037,Formal,159,1,159,50,100.0,0,0
2026-03-05,P038,Formal,125,3,124,44,100.0,0,0
2026-03-05,P039,Formal,112,7,106,40,100.0,0,0
2026-03-05,P040,Formal,88,4,86,25,100.0,0,0
2026-03-05,P041,Lounge,187,3,186,64,100.0,0,0
2026-03-05,P042,Lounge,132,3,130,64,100.0,0,0
2026-03-05,P043,Lounge,64,6,60,29,100.0,0,0
2026-03-05,P044,Lounge,112,7,107,30,100.0,0,0
2026-03-05,P045,Lounge,112,2,111,48,100.0,0,0
2026-03-05,P046,Lounge,120,3,118,34,100.0,0,0
2026-03-05,P047,Slip-On,186,2,185,60,100.0,0,0
2026-03-05,P048,Slip-On,166,8,162,60,100.0,0,0
2026-03-05,P049,Slip-On,116,7,111,32,100.0,0,0
2026-03-05,P050,Slip-On,162,12,155,50,100.0,0,0
2026-03-05,P051,Slip-On,102,8,96,53,90.57,0,0
2026-03-05,P052,Slip-On,131,0,131,58,100.0,0,0
2026-03-06,P001,Running,56,5,53,25,100.0,0,0
2026-03-06,P002,Running,108,1,108,39,100.0,0,0
2026-03-06,P003,Running,160,6,155,62,100.0,0,0
2026-03-06,P004,Running,122,2,121,64,94.53,0,0
2026-03-06,P005,Running,233,4,231,62,100.0,0,0
2026-03-06,P006,Running,142,9,135,52,100.0,0,0
